# variant=ABLATE env=deep-sea-treasure-concave-v0 seed=0
episode=60000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=60200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=60400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=60600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=60800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=61000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=61200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=61400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=61600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=61800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=62000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=62200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=62400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=62600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=62800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=63000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=63200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=63400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=63600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=63800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=64000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=64200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=64400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=64600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=64800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=65000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=65200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=65400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=65600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=65800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=66000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=66200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=66400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=66600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=66800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=67000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=67200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=67400 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=67600 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=67800 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=68000 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
episode=68200 block_size=200 mean_H_t=0.000000 std_H_t=0.000000
